,APIWellNumber,CountyCode,APIHoleNumber,Sidetrack,Completion,WellName,CompanyName,OperatorNumber,WellType,MapSymbol,WellStatus,StatusDate,PermitApplicationDate,PermitIssuedDate,DateSpudded,DateofTotalDepth,DateWellCompleted,DateWellPlugged,DateWellConfidentialityEnds,ConfidentialityCode,Town,Quad,QuadSection,ProducingField,ProducingFormation,FinancialSecurity,Slant,County,Region,StateLease,ProposedDepthft,SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,TrueVerticalDepthft,MeasuredDepthft,Kickoffft,DrilledDepthft,Elevationft,OriginalWellType,PermitFee,ObjectiveFormation,DepthFee,Spacing,SpacingAcres,Integration,HearingDate,DateLastModified,DECDatabaseLink,Location1,WellTime,WellTime_Yr
21592,31009629730000,9,62973,0,0,Coast Farm 20,Pennzoil Products Co.,29,OD,OWP,PA,10/31/1947,,,,,1899-01-24,1947-10-31,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.404358,42.032681,-78.404358,42.032681,1779.0,1779.0,0.0,1779.0,,OD,0.0,Bradford,0.0,,,,,01/30/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629730000,"(42.032681, -78.404358)",17811.0,48.797260273972604
21603,31009609620000,9,60962,0,0,B/R 23,McCracken Carl A. III,1883,OD,OWP,PA,07/02/2010,,,,,1958-01-01,2010-07-02,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Bradford & Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.56008,42.07006,-78.56008,42.07006,1195.0,1195.0,0.0,1195.0,,NL,0.0,,0.0,,,,,07/29/2010 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009609620000,"(42.07006, -78.56008)",19175.0,52.534246575342465
21607,31009650260000,9,65026,0,0,Nichols Run Eo-19,BDH Oil Inc.,1668,OD,OWP,PA,10/29/2010,,,,,1961-01-02,2010-10-29,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56794999999998,42.01445,-78.56794999999998,42.01445,1215.0,1215.0,0.0,1215.0,,NL,0.0,,0.0,,,,,11/14/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650260000,"(42.01445, -78.56795)",18197.0,49.85479452054795
21630,31009219570000,9,21957,0,0,Degitz 1,Estate of Scott R. Stevenson Jr.,1074,OD,OWP,PA,10/10/2019,10/10/1990,10/17/1990,10/27/1990,11/05/1990,1990-11-10,2019-10-10,04/27/1991,Released,Carrollton,Knapp Creek,G,Bradford,Bradford & Chipmunk,True,Vertical,Cattaraugus,9.0,,999.0,-78.58875999999998,42.01274,-78.58875999999998,42.01274,999.0,999.0,0.0,999.0,1670.0,NL,350.0,Chipmunk,250.0,,,,,10/01/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009219570000,"(42.01274, -78.58876)",10561.0,28.934246575342467
21668,31009640290000,9,64029,0,0,Kohlman 15,Pennzoil Products Co.,29,OD,OWP,PA,05/02/1990,,,11/08/1962,11/09/1962,1962-11-16,1990-05-02,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57758,42.04162,-78.57758,42.04162,950.0,950.0,0.0,950.0,,NL,0.0,,0.0,,,,,03/16/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009640290000,"(42.04162, -78.57758)",10029.0,27.476712328767125
21682,31009630810000,9,63081,0,0,"Williams, S&L2",Kinley Oil & Gas Corp.,1,OD,OWP,PA,08/27/1997,,,,,1924-03-06,1997-08-27,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.51124,42.00089,-78.51124,42.00089,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,06/16/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009630810000,"(42.00089, -78.51124)",26837.0,73.52602739726028
21686,31009645850000,9,64585,0,0,Riley Devonian 17,Pennzoil Products Co.,29,OD,OWP,PA,02/12/1992,,,06/20/1961,06/22/1961,1961-07-03,1992-02-12,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57839,42.06358,-78.57839,42.06358,618.0,618.0,0.0,618.0,,NL,0.0,,0.0,,,,,04/02/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009645850000,"(42.06358, -78.57839)",11181.0,30.632876712328766
21705,31009685340000,9,68534,0,0,Johnston Za-12,Pennzoil Products Co.,29,OD,OWP,PA,08/05/1993,,,10/31/1940,,1940-11-15,1993-08-05,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.55762,42.00048,-78.55762,42.00048,1460.0,1460.0,0.0,1460.0,,NL,0.0,,0.0,,,,,09/16/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685340000,"(42.00048, -78.55762)",19256.0,52.75616438356165
21736,31009664740000,9,66474,0,0,Miller A 18,Carls Kevin D,768,OD,OWP,PA,05/13/2015,,,,,1934-01-02,2016-01-15,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.48232,42.01585,-78.48232,42.01585,1500.0,1500.0,0.0,1500.0,,NL,0.0,,0.0,,,,,02/04/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009664740000,"(42.01585, -78.48232)",29963.0,82.09041095890412
21741,31009186830000,9,18683,0,0,Potter b1,Hydrocarbon Generation Inc.,1448,OD,OWP,PA,05/09/1997,10/31/1983,11/09/1983,11/18/1983,11/19/1983,1984-08-04,1997-05-09,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford & Chipmunk,False,Vertical,Cattaraugus,9.0,,1500.0,-78.45547,42.12493,-78.45547,42.12493,1600.0,1600.0,0.0,1600.0,1920.0,NL,475.0,,375.0,,,,,06/03/1997 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009186830000,"(42.12493, -78.45547)",4661.0,12.76986301369863
21747,31009242600000,9,24260,0,0,Nichols Run SBNR2,Snyder Brothers Inc.,2244,OD,OWP,PA,08/10/2018,09/08/2005,09/22/2005,10/04/2006,10/05/2005,2006-03-08,2018-08-10,04/04/2006,Released,Allegany,Knapp Creek,H,Bradford,Bradford & Chipmunk,True,Vertical,Cattaraugus,9.0,,1950.0,-78.56239999999998,42.01105,-78.56239999999998,42.01105,1955.0,1955.0,0.0,1955.0,2230.0,OD,860.0,Bradford,760.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,10/26/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009242600000,"(42.01105, -78.5624)",4538.0,12.432876712328767
21764,31011116000000,11,11600,0,0,Day T101-V1,Miller Brewing Co.,502,GD,GWP,PA,08/17/1990,08/29/1975,09/09/1975,09/16/1975,09/19/1975,1975-10-29,1990-08-17,,Pre-1989 Well (N/A),Throop,Auburn,A,West Auburn,Queenston,False,Vertical,Cayuga,7.0,,1800.0,-76.61078999999998,42.98563,-76.61078999999998,42.98563,1849.0,1849.0,0.0,1849.0,535.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011116000000,"(42.98563, -76.61079)",5406.0,14.810958904109588
21767,31009649860000,9,64986,0,0,Nichols Run Do-6,BDH Oil Inc.,1668,OD,OWP,PA,08/28/2009,,,,,1957-01-01,2009-08-28,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.55872999999998,42.01654,-78.55872999999998,42.01654,1749.0,1749.0,0.0,1749.0,,NL,0.0,,0.0,,,,,06/03/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009649860000,"(42.01654, -78.55873)",19232.0,52.69041095890411
21777,31009650080000,9,65008,0,0,Nichols Run Dw-19,BDH Oil Inc.,1668,OD,OWP,PA,11/10/2009,,,,,1957-01-01,2009-11-10,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.55803,42.01376,-78.55803,42.01376,1566.0,1566.0,0.0,1566.0,,NL,0.0,,0.0,,,,,12/08/2010 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650080000,"(42.01376, -78.55803)",19306.0,52.893150684931506
21825,31009648790000,9,64879,0,0,Wilson 24,Carls Kevin D,768,OD,OWP,PA,05/13/2015,,,,,1935-01-01,2015-10-20,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.49191999999998,42.01535,-78.49191999999998,42.01535,1839.0,1839.0,0.0,1839.0,,NL,0.0,,0.0,,,,,11/18/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009648790000,"(42.01535, -78.49192)",29512.0,80.85479452054794
21850,31009250350000,9,25035,0,0,Thropp 3,SWEPI LP,2585,OD,OWP,PA,03/14/2013,08/07/2007,08/16/2007,10/04/2007,10/05/2007,2007-10-23,2013-03-14,04/04/2008,Released,Allegany,Knapp Creek,H,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,1947.0,-78.54562699999998,42.008158,-78.54562699999998,42.008158,1987.0,1987.0,0.0,1987.0,2247.0,OD,860.0,Bradford Third,760.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,02/13/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009250350000,"(42.008158, -78.545627)",1969.0,5.394520547945206
21857,31009650940000,9,65094,0,0,Nichols Run Go-14,BDH Oil Inc.,1668,OD,OWP,PA,02/06/1986,,,,,1963-06-09,2013-05-03,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56444999999998,42.019,-78.56444999999998,42.019,1602.0,1602.0,0.0,1602.0,,NL,0.0,,0.0,,,,,05/14/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650940000,"(42.019, -78.56445)",18226.0,49.93424657534246
21888,31009645990000,9,64599,0,0,Floyd Putt 2,Putt Floyd J.,1720,OD,OWP,PA,02/28/2011,,,,01/01/1940,1940-01-01,2011-02-28,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Bradford Second,False,Vertical,Cattaraugus,9.0,,0.0,-78.54210999999998,42.07212,-78.54210999999998,42.07212,1200.0,1200.0,0.0,1200.0,,NL,0.0,,0.0,,,,,03/11/2011 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009645990000,"(42.07212, -78.54211)",25991.0,71.20821917808219
21891,31009641260000,9,64126,0,0,Ryan Dev 44,Pennzoil Products Co.,29,OD,OWP,PA,10/12/1990,,,03/08/1962,03/09/1962,1962-03-15,1990-10-12,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57321,42.06868,-78.57321,42.06868,703.0,703.0,0.0,703.0,,NL,0.0,,0.0,,,,,03/12/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009641260000,"(42.06868, -78.57321)",10438.0,28.5972602739726
21909,31009630000000,9,63000,0,0,Chipmunk 103,Pennzoil Products Co.,29,OD,OWP,PA,03/02/1987,,,08/10/1965,08/11/1965,1965-08-16,1987-03-02,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.58370999999998,42.04998,-78.58370999999998,42.04998,690.0,690.0,0.0,690.0,,NL,0.0,,0.0,,,,,04/16/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009630000000,"(42.04998, -78.58371)",7868.0,21.556164383561644
21910,31009684940000,9,68494,0,0,Enright & Barry 5,Armstrong Gas Company LLC,2692,OD,OWP,PA,10/26/2018,,,,,1940-01-01,2018-10-26,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.650818,42.003846,-78.650818,42.003846,1600.0,1600.0,0.0,1600.0,2005.0,NL,0.0,,0.0,,,,,01/22/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009684940000,"(42.003846, -78.650818)",28788.0,78.87123287671233
21926,31011228730000,11,22873,0,0,McMahon 1 (624439),Minard Run Oil Company,95,GE,GWP,PA,11/07/2017,10/13/2000,11/07/2000,12/16/2000,12/21/2000,2001-02-08,2017-11-07,12/16/2002,Released,Sennett,Skaneateles,A,Auburn,,True,Vertical,Cayuga,7.0,,2200.0,-76.48724,42.985987,-76.48724,42.985987,2420.0,2420.0,0.0,2420.0,755.0,GE,725.0,Queenston,625.0,,,,,02/06/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011228730000,"(42.985987, -76.48724)",6116.0,16.756164383561643
21932,31009275180000,9,27518,0,0,Rosa O'Brien West 8,McCracken Oil & Gas LLC,2691,OD,OWP,PA,01/23/2015,09/22/2009,09/29/2009,03/31/2010,04/30/2010,2010-06-28,2015-01-23,10/01/2010,Released,Carrollton,Limestone,I,Bradford,Bradford 2nd & 3rd,True,Vertical,Cattaraugus,9.0,,1300.0,-78.62980799999998,42.010666,-78.62980799999998,42.010666,1200.0,1200.0,0.0,1200.0,1399.0,OD,670.0,Bradford Third,570.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,02/06/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009275180000,"(42.010666, -78.629808)",1670.0,4.575342465753424
21962,31009207230000,9,20723,0,0,Case Lease 4,Case Brothers Inc.,2354,OD,OWP,PA,10/20/2020,08/29/1986,09/11/1986,10/08/1986,10/13/1986,1986-10-23,2021-04-09,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Chipmunk,"Chipmunk, Bradford 1st & 2nd",True,Vertical,Cattaraugus,9.0,,980.0,-78.58798,42.01681,-78.58798,42.01681,996.0,996.0,0.0,996.0,1700.0,NL,350.0,Bradford,250.0,,,,,04/13/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009207230000,"(42.01681, -78.58798)",12587.0,34.484931506849314
21975,31009634810000,9,63481,0,0,5256  5 (Carey Hollow),Carls Kevin D,768,OD,OWP,PA,08/30/2010,,,,,1916-01-01,2010-08-30,,Pre-1989 Well (N/A),Allegany,Knapp Creek,F,Four Mile,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.505717,42.074893,-78.505717,42.074893,1272.0,1272.0,0.0,1272.0,1600.0,NL,0.0,Bradford,0.0,,,,,09/09/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009634810000,"(42.074893, -78.505717)",34575.0,94.72602739726027
22003,31009188310000,9,18831,0,0,4 Spurr,A. J. Lease Account,982,OD,OWP,PA,11/27/1991,12/16/1983,12/01/1983,01/25/1984,01/28/1984,1985-11-22,1991-11-27,,Pre-1989 Well (N/A),Allegany,Olean,A,Five Mile,Chipmunk,False,Vertical,Cattaraugus,9.0,,739.0,-78.47106999999998,42.10628,-78.47106999999998,42.10628,752.0,752.0,0.0,752.0,1734.0,NL,350.0,Chipmunk,250.0,,,,,01/01/1900 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009188310000,"(42.10628, -78.47107)",2196.0,6.016438356164383
22018,31009657620000,9,65762,0,0,Bucher24,Carls Kevin D,768,OD,OWP,PA,03/16/1979,,,,,1935-05-02,1979-03-16,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.47723999999998,42.01712,-78.47723999999998,42.01712,1947.0,1947.0,0.0,1947.0,,NL,0.0,,0.0,,,,,04/12/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009657620000,"(42.01712, -78.47724)",16024.0,43.9013698630137
22029,31009609940000,9,60994,0,0,B/R 30,McCracken Oil & Gas LLC,2691,OD,OWP,PA,12/09/2013,,,,,1958-01-01,2013-12-09,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Bradford & Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.55636,42.06935,-78.55636,42.06935,1150.0,1150.0,0.0,1150.0,,NL,0.0,,0.0,,,,,02/07/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009609940000,"(42.06935, -78.55636)",20431.0,55.97534246575343
22037,31009685090000,9,68509,0,0,Johnston F-8,Pennzoil Products Co.,29,OD,OWP,PA,05/07/1993,,,,,1931-12-01,1993-05-07,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.56798,42.00103,-78.56798,42.00103,1556.0,1556.0,0.0,1556.0,,NL,0.0,,0.0,,,,,06/09/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685090000,"(42.00103, -78.56798)",22438.0,61.47397260273973
22053,31009641750000,9,64175,0,0,J J Riley 28,Pennzoil Products Co.,29,OD,OWP,PA,01/16/1991,,,08/04/1961,08/07/1961,1961-08-23,1991-01-16,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57747999999998,42.06472,-78.57747999999998,42.06472,736.0,736.0,0.0,736.0,,NL,0.0,,0.0,,,,,03/17/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009641750000,"(42.06472, -78.57748)",10738.0,29.41917808219178
22078,31009685020000,9,68502,0,0,Enright & Barry 13,Armstrong Gas Company LLC,2692,OD,OWP,PA,12/03/2018,,,,,1940-01-01,2018-12-03,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.652248,42.003089,-78.652248,42.003089,1400.0,1400.0,0.0,1400.0,1960.0,NL,0.0,,0.0,,,,,01/04/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685020000,"(42.003089, -78.652248)",28826.0,78.97534246575343
22083,31011196520000,11,19652,0,0,Chappell 416-1,Meridian Exploration Corp.,249,GD,GWP,PA,06/20/1991,03/11/1986,04/18/1986,06/25/1986,07/16/1986,1986-07-24,1991-06-20,,Pre-1989 Well (N/A),Aurelius,Cayuga,D,West Auburn,Queenston,False,Vertical,Cayuga,7.0,,1950.0,-76.72708,42.93852,-76.72708,42.93852,1731.0,1731.0,0.0,1731.0,420.0,NL,600.0,Queenston,500.0,,,,,07/02/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011196520000,"(42.93852, -76.72708)",1792.0,4.909589041095891
22111,31009663370000,9,66337,0,0,Woodard 1,Cline Willard M,592,OD,OWP,PA,06/07/2000,,,,,1900-01-01,2000-06-07,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.61533,42.01106,-78.61533,42.01106,1350.0,1350.0,0.0,1350.0,,NL,0.0,,0.0,,,,,07/07/2000 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009663370000,"(42.01106, -78.61533)",36682.0,100.4986301369863
22139,31009606450000,9,60645,0,0,Wahl 12,Bouquin Fred L.,1877,OD,OWP,PA,07/09/2009,,,,,1916-12-12,2009-07-09,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.58209999999998,42.00955,-78.58209999999998,42.00955,1144.0,1144.0,0.0,1144.0,,NL,0.0,,0.0,,,,,02/11/2011 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009606450000,"(42.00955, -78.5821)",33812.0,92.63561643835617
22155,31009626920000,9,62692,0,0,Jennings 010,Kinley Oil & Gas Corp.,1,OD,OWP,PA,07/28/1997,,,,,1965-01-01,1997-07-28,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.51056,42.00617,-78.51056,42.00617,1937.0,1937.0,0.0,1937.0,,NL,0.0,,0.0,,,,,06/15/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009626920000,"(42.00617, -78.51056)",11896.0,32.59178082191781
22168,31009649710000,9,64971,0,0,Nichols Run Co-4,BDH Oil Inc.,1668,OD,OWP,PA,11/18/2009,,,,,1954-01-01,2009-11-18,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.55158,42.01637,-78.55158,42.01637,1715.0,1715.0,0.0,1715.0,,NL,0.0,,0.0,,,,,12/08/2010 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009649710000,"(42.01637, -78.55158)",20410.0,55.917808219178085
22181,31009649890000,9,64989,0,0,Nichols Run Do-9,BDH Oil Inc.,1668,OD,OWP,PA,10/01/2012,,,,,1957-01-01,2012-10-01,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56097,42.01548,-78.56097,42.01548,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/26/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009649890000,"(42.01548, -78.56097)",20362.0,55.78630136986301
22187,31009629580000,9,62958,0,0,Coast Farm 5,Pennzoil Products Co.,29,OD,OWP,PA,10/31/1947,,,,,1896-02-01,1947-10-31,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.401598,42.022533,-78.401598,42.022533,1690.0,1690.0,0.0,1690.0,,OD,0.0,Bradford,0.0,,,,,01/30/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629580000,"(42.022533, -78.401598)",18899.0,51.778082191780825
22225,31009254590001,9,25459,0,1,Adams/Raber 1A,PC Exploration Inc.,2446,DW,DP,PA,03/26/2009,07/31/2008,01/21/2009,06/07/2008,06/21/2008,2008-08-11,2009-03-26,02/11/2009,Released,Napoli,Randolph,C,New Field Wildcat,,False,Vertical,Cattaraugus,9.0,,4480.0,-78.90699999999998,42.23963,-78.90699999999998,42.23963,4485.0,4485.0,0.0,4485.0,1782.0,GW,0.0,Medina,0.0,Conforms to statewide spacing under Title 5,40.0,No integration order required,,10/23/2009 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009254590001,"(42.23963, -78.907)",227.0,0.6219178082191781
22230,31009641110000,9,64111,0,0,Ryan Dev 26,Pennzoil Products Co.,29,OD,OWP,PA,05/20/1994,,,09/11/1957,09/14/1957,1957-09-27,1994-05-20,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.58213,42.06668,-78.58213,42.06668,485.0,485.0,0.0,485.0,,NL,0.0,,0.0,,,,,03/12/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009641110000,"(42.06668, -78.58213)",13384.0,36.66849315068493
22252,31009663120000,9,66312,0,0,Torrey 2-202,McCracken Oil & Gas LLC,2691,OD,OWP,PA,05/08/2014,,,,,1900-01-01,2014-05-08,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.63922599999998,42.005094,-78.63922599999998,42.005094,1050.0,1050.0,0.0,1050.0,,NL,0.0,,0.0,,,,,06/18/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009663120000,"(42.005094, -78.639226)",41765.0,114.42465753424658
22265,31009629900000,9,62990,0,0,Chipmunk 93,Pennzoil Products Co.,29,OD,OWP,PA,01/12/1987,,,05/05/1965,05/06/1965,1965-05-13,1987-01-12,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.5805,42.04709,-78.5805,42.04709,749.0,749.0,0.0,749.0,,NL,0.0,,0.0,,,,,04/16/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629900000,"(42.04709, -78.5805)",7914.0,21.682191780821917
22284,31009639740000,9,63974,0,0,Lucco No 1-L,Peck Horace G. Jr. & Ellen M.,2699,OD,OWP,PA,09/26/2016,,,,,1920-01-01,2016-09-26,,Pre-1989 Well (N/A),Allegany,Knapp Creek,F,Four Mile,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.518788,42.076075,-78.518788,42.076075,1210.0,1210.0,0.0,1210.0,,NL,0.0,,0.0,,,,,11/02/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009639740000,"(42.076075, -78.518788)",35333.0,96.8027397260274
22299,31009641900000,9,64190,0,0,J J Riley 37,Pennzoil Products Co.,29,OD,OWP,PA,01/10/1991,,,10/02/1962,10/03/1962,1962-10-15,1991-01-10,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57427,42.06414,-78.57427,42.06414,738.0,738.0,0.0,738.0,,NL,0.0,,0.0,,,,,03/19/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009641900000,"(42.06414, -78.57427)",10314.0,28.257534246575343
