,apiwellnumber,countycode,apiholenumber,sidetrack,completion,wellname,companyname,operatornumber,welltype,mapsymbol,wellstatus,statusdate,permitapplicationdate,permitissueddate,datespudded,dateoftotaldepth,datewellcompleted,datewellplugged,datewellconfidentialityends,confidentialitycode,town,quad,quadsection,producingfield,producingformation,financialsecurity,slant,county,region,statelease,proposeddepthft,surfacelongitude,surfacelatitude,bottomholelongitude,bottomholelatitude,trueverticaldepthft,measureddepthft,kickoffft,drilleddepthft,elevationft,originalwelltype,permitfee,objectiveformation,depthfee,spacing,spacingacres,integration,hearingdate,datelastmodified,decdatabaselink,location1,date_well_completed,date_well_plugged,well_time,well_time ,well_time_yr
21271,31009221280000,9,22128,0,0,Case 20,Case Brothers Inc.,2354,OD,OWP,PA,12/30/2019,09/13/1991,09/18/1991,09/18/1991,09/24/1991,10/02/1991,12/30/2019,03/18/1992,Released,Carrollton,Knapp Creek,G,Chipmunk,"Chipmunk, Bradford 1st & 2nd",True,Vertical,Cattaraugus,9.0,,1025.0,-78.58385199999998,42.018332,-78.58385199999998,42.018332,1193.0,1193.0,0.0,1193.0,1842.0,NL,475.0,Bradford,375.0,,,,,12/31/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009221280000,"(42.018332, -78.583852)",1991-10-02,2019-12-30,10316.0,10316,28.263013698630136
21287,31009191760000,9,19176,0,0,Willoughby 7,Copper Ridge Oil Inc.,1124,OD,OWP,PA,08/27/2014,01/16/1984,07/19/1984,08/09/1984,08/10/1984,10/01/1984,08/27/2014,,Pre-1989 Well (N/A),Olean,Olean,A,Five Mile,Bradford,False,Vertical,Cattaraugus,9.0,,900.0,-78.46195,42.10576,-78.46195,42.10576,1167.0,1167.0,0.0,1167.0,1900.0,NL,350.0,Upper Devonian,250.0,,,,,10/16/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009191760000,"(42.10576, -78.46195)",1984-10-01,2014-08-27,10922.0,10922,29.923287671232877
21310,31009685160000,9,68516,0,0,Johnston F-15,Pennzoil Products Co.,29,OD,OWP,PA,06/07/1993,,,,,11/01/1931,06/07/1993,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.56529,42.00034,-78.56529,42.00034,1385.0,1385.0,0.0,1385.0,,NL,0.0,,0.0,,,,,08/04/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685160000,"(42.00034, -78.56529)",1931-11-01,1993-06-07,22499.0,22499,61.64109589041096
21313,31009640190000,9,64019,0,0,McCaffery Fee 30,Pennzoil Products Co.,29,OD,OWP,PA,02/26/1991,,,08/16/1965,08/17/1965,08/25/1965,02/26/1991,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.56144999999998,42.05475,-78.56144999999998,42.05475,920.0,920.0,0.0,920.0,,NL,0.0,,0.0,,,,,04/27/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009640190000,"(42.05475, -78.56145)",1965-08-25,1991-02-26,9316.0,9316,25.523287671232875
21316,31009275510000,9,27551,0,0,Hanson 3,McCracken Oil & Gas LLC,2691,OD,OWP,PA,12/31/2014,12/28/2009,01/08/2010,01/12/2010,01/21/2010,02/09/2010,12/31/2014,07/12/2010,Released,Carrollton,Limestone,I,Bradford,Bradford 2nd & 3rd,False,Vertical,Cattaraugus,9.0,,1200.0,-78.628397,42.009863,-78.628397,42.009863,1165.0,1165.0,0.0,1165.0,1403.0,OD,670.0,Bradford Third,570.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,02/06/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009275510000,"(42.009863, -78.628397)",2010-02-09,2014-12-31,1786.0,1786,4.8931506849315065
21323,31009186830000,9,18683,0,0,Potter b1,Hydrocarbon Generation Inc.,1448,OD,OWP,PA,05/09/1997,10/31/1983,11/09/1983,11/18/1983,11/19/1983,08/04/1984,05/09/1997,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford & Chipmunk,False,Vertical,Cattaraugus,9.0,,1500.0,-78.45547,42.12493,-78.45547,42.12493,1600.0,1600.0,0.0,1600.0,1920.0,NL,475.0,,375.0,,,,,06/03/1997 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009186830000,"(42.12493, -78.45547)",1984-08-04,1997-05-09,4661.0,4661,12.76986301369863
21350,31009280350000,9,28035,0,0,Nichols Run SBNR-20,Snyder Brothers Inc.,2244,OD,OWP,PA,04/28/2021,09/17/2012,10/04/2012,11/14/2012,11/19/2012,12/06/2012,04/28/2021,05/14/2013,Released,Allegany,Knapp Creek,H,Bradford,"Chipmunk, Bradford 1st,2nd,3rd",True,Vertical,Cattaraugus,9.0,,1850.0,-78.55495,42.018691,-78.55495,42.018691,1830.0,1830.0,0.0,1830.0,2180.0,OD,860.0,Bradford Third,760.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,04/29/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009280350000,"(42.018691, -78.55495)",2012-12-06,2021-04-28,3065.0,3065,8.397260273972602
21356,31009186840000,9,18684,0,0,Potter a1,New Penn Oil & Gas Ltd.,1727,OD,OWP,PA,11/01/1994,10/31/1983,11/10/1983,11/17/1983,11/18/1983,07/25/1984,11/01/1994,,Pre-1989 Well (N/A),Allegany,Humphrey,I,Five Mile,Chipmunk,False,Vertical,Cattaraugus,9.0,,1500.0,-78.53521,42.15889,-78.53521,42.15889,1800.0,1800.0,0.0,1800.0,2040.0,NL,475.0,,375.0,,,,,10/21/1997 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009186840000,"(42.15889, -78.53521)",1984-07-25,1994-11-01,3751.0,3751,10.276712328767124
21381,31009676400000,9,67640,0,0,Smith 1,Bouquin Fred C. & Fred L.,2077,OD,OWP,PA,07/14/2008,,,,,01/01/1930,07/14/2008,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.57344,42.02185,-78.57344,42.02185,1570.0,1570.0,0.0,1570.0,,NL,0.0,,0.0,,,,,08/27/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009676400000,"(42.02185, -78.57344)",1930-01-01,2008-07-14,28684.0,28684,78.58630136986301
21390,31009606530000,9,60653,0,0,Horton 1,Bouquin Fred C. & Fred L.,2077,OD,OWP,PA,05/27/2003,,,,,01/01/1900,05/27/2003,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.58021999999998,42.0126,-78.58021999999998,42.0126,1058.0,1058.0,0.0,1058.0,,NL,0.0,,0.0,,,,,01/05/2004 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009606530000,"(42.0126, -78.58022)",1900-01-01,2003-05-27,37766.0,37766,103.46849315068494
21393,31009186180000,9,18618,0,0,Enright & Barry 102,Armstrong Gas Company LLC,2692,OD,OWP,PA,10/18/2018,07/11/1983,10/17/1983,11/08/1983,12/03/1983,05/30/1984,10/18/2018,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Bradford,Bradford,True,Vertical,Cattaraugus,9.0,SP,2700.0,-78.64667,42.00391,-78.64667,42.00391,2707.0,2707.0,0.0,2707.0,2150.0,NL,850.0,Bradford,750.0,,,,,01/04/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009186180000,"(42.00391, -78.64667)",1984-05-30,2018-10-18,12559.0,12559,34.40821917808219
21398,31009685170000,9,68517,0,0,Johnston F-16,Pennzoil Products Co.,29,OD,OWP,PA,05/20/1993,,,,,08/01/1936,05/20/1993,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.56429,42.00213,-78.56429,42.00213,1434.0,1434.0,0.0,1434.0,,NL,0.0,,0.0,,,,,06/09/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685170000,"(42.00213, -78.56429)",1936-08-01,1993-05-20,20746.0,20746,56.83835616438356
21431,31009193160000,9,19316,0,0,Enright & Barry 106,Armstrong Gas Company LLC,2692,OD,OWP,PA,10/12/2018,08/06/1984,10/02/1984,10/02/1984,10/04/1984,10/06/1984,10/12/2018,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Bradford,Bradford,True,Vertical,Cattaraugus,9.0,,1690.0,-78.656386,42.002931,-78.656386,42.002931,1689.0,1689.0,0.0,1689.0,1420.0,NL,600.0,Bradford,500.0,,,,,01/04/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009193160000,"(42.002931, -78.656386)",1984-10-06,2018-10-12,12424.0,12424,34.038356164383565
21447,31009691030000,9,69103,0,0,Carls 13,Hidden Heart Stables LLC,2634,OD,OWP,PA,03/20/2020,,,,,01/01/1920,03/20/2020,,Pre-1989 Well (N/A),Allegany,Knapp Creek,F,Four Mile,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.50744,42.06972,-78.50744,42.06972,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,03/27/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009691030000,"(42.06972, -78.50744)",1920-01-01,2020-03-20,36604.0,36604,100.28493150684932
21457,31009685340000,9,68534,0,0,Johnston Za-12,Pennzoil Products Co.,29,OD,OWP,PA,08/05/1993,,,10/31/1940,,11/15/1940,08/05/1993,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.55762,42.00048,-78.55762,42.00048,1460.0,1460.0,0.0,1460.0,,NL,0.0,,0.0,,,,,09/16/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685340000,"(42.00048, -78.55762)",1940-11-15,1993-08-05,19256.0,19256,52.75616438356165
21461,31009197790000,9,19779,0,0,Rolfe 1 Kp-59,Lomak Operating Company,1758,GD,GWP,PA,10/28/1997,11/23/1984,11/30/1984,05/24/1985,05/29/1985,09/10/1985,10/28/1997,,Pre-1989 Well (N/A),Napoli,Randolph,B,Lakeshore,Medina,False,Vertical,Cattaraugus,9.0,,4330.0,-78.93953999999998,42.23549,-78.93953999999998,42.23549,4268.0,4268.0,0.0,4268.0,1680.0,NL,1225.0,Medina,1125.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009197790000,"(42.23549, -78.93954)",1985-09-10,1997-10-28,4431.0,4431,12.139726027397261
21514,31009685010000,9,68501,0,0,Enright & Barry 12,Armstrong Gas Company LLC,2692,OD,OWP,PA,11/08/2018,,,,,01/01/1940,11/08/2018,,Pre-1989 Well (N/A),Carrollton,Limestone,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.64874899999998,42.001536,-78.64874899999998,42.001536,1100.0,1100.0,0.0,1100.0,1910.0,NL,0.0,,0.0,,,,,01/04/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685010000,"(42.001536, -78.648749)",1940-01-01,2018-11-08,28801.0,28801,78.9068493150685
21551,31009630830000,9,63083,0,0,Staley & Luke 14,Kinley Oil & Gas Corp.,1,OD,OWP,PA,08/29/1997,,,,,06/15/1924,08/29/1997,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.51197999999998,42.0013,-78.51197999999998,42.0013,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,06/15/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009630830000,"(42.0013, -78.51198)",1924-06-15,1997-08-29,26738.0,26738,73.25479452054795
21561,31009641220000,9,64122,0,0,Ryan Dev 40,Pennzoil Products Co.,29,OD,OWP,PA,10/19/1990,,,08/01/1961,08/02/1961,08/17/1961,10/19/1990,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57626999999998,42.06791,-78.57626999999998,42.06791,625.0,625.0,0.0,625.0,,NL,0.0,,0.0,,,,,03/12/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009641220000,"(42.06791, -78.57627)",1961-08-17,1990-10-19,10655.0,10655,29.19178082191781
21566,31009640300000,9,64030,0,0,Kohlman 16,Pennzoil Products Co.,29,OD,OWP,PA,05/04/1990,,,11/23/1962,11/24/1962,12/03/1962,05/04/1990,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57625,42.04159,-78.57625,42.04159,1026.0,1026.0,0.0,1026.0,,NL,0.0,,0.0,,,,,03/16/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009640300000,"(42.04159, -78.57625)",1962-12-03,1990-05-04,10014.0,10014,27.435616438356163
21589,31009222390000,9,22239,0,0,Crosby 1,Howard Crosby Living Trust,1610,GW,GWP,PA,07/18/1994,07/17/1992,08/13/1992,09/22/1992,10/10/1992,11/01/1992,07/18/1994,03/22/1993,Released,Hinsdale,Hinsdale,F,,Oriskany,False,Vertical,Cattaraugus,9.0,,4000.0,-78.39783,42.16995,-78.39783,42.16995,3670.0,3670.0,0.0,3670.0,1460.0,NL,1100.0,Oriskany,1000.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009222390000,"(42.16995, -78.39783)",1992-11-01,1994-07-18,624.0,624,1.7095890410958905
21607,31011213680000,11,21368,0,0,Pethybridge 1235,Meridian Exploration Corp.,249,GE,GWP,PA,05/24/1993,08/23/1990,09/18/1990,10/27/1990,10/30/1990,12/05/1990,05/24/1993,10/26/1992,Released,Springport,Union Springs,F,West Auburn,Queenston,False,Vertical,Cayuga,7.0,,2550.0,-76.63758,42.82639,-76.63758,42.82639,2565.0,2565.0,0.0,2565.0,792.0,GE,850.0,Queenston,750.0,,,,,06/10/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011213680000,"(42.82639, -76.63758)",1990-12-05,1993-05-24,901.0,901,2.4684931506849317
21658,31009630930000,9,63093,0,0,Staley & Luke 98,Kinley Oil & Gas Corp.,1,OD,OWP,PA,08/18/1997,,,,,07/09/1924,08/18/1997,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.5096,42.00221,-78.5096,42.00221,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,06/15/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009630930000,"(42.00221, -78.5096)",1924-07-09,1997-08-18,26703.0,26703,73.15890410958905
21669,31009629960000,9,62996,0,0,Chipmunk 99,Pennzoil Products Co.,29,OD,OWP,PA,12/19/1986,,,06/10/1965,06/11/1965,06/18/1965,12/19/1986,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.58197,42.04998,-78.58197,42.04998,690.0,690.0,0.0,690.0,,NL,0.0,,0.0,,,,,04/16/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629960000,"(42.04998, -78.58197)",1965-06-18,1986-12-19,7854.0,7854,21.517808219178082
21672,31009630680000,9,63068,0,0,Wheeler Dev. 63,Pennzoil Products Co.,29,OD,OWP,PA,08/23/1990,,,10/20/1959,10/21/1959,10/29/1959,08/23/1990,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.58909,42.06376,-78.58909,42.06376,577.0,577.0,0.0,577.0,,NL,0.0,,0.0,,,,,05/04/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009630680000,"(42.06376, -78.58909)",1959-10-29,1990-08-23,11256.0,11256,30.838356164383562
21678,31009629600000,9,62960,0,0,Coast Farm 7,Pennzoil Products Co.,29,OD,OWP,PA,10/31/1947,,,,,10/21/1895,10/31/1947,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.407853,42.027881,-78.407853,42.027881,1803.0,1803.0,0.0,1803.0,,OD,0.0,Bradford,0.0,,,,,01/30/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629600000,"(42.027881, -78.407853)",1895-10-21,1947-10-31,19002.0,19002,52.06027397260274
21679,31011205570000,11,20557,0,0,O'Hara Farms 951-11,Minard Run Oil Company,95,GD,GWP,PA,09/08/2014,10/13/1987,11/10/1987,11/18/1987,11/22/1987,11/22/1987,09/08/2014,,Pre-1989 Well (N/A),Aurelius,Cayuga,I,West Auburn,Queenston,False,Vertical,Cayuga,7.0,,1950.0,-76.65177,42.90276,-76.65177,42.90276,1321.0,1321.0,0.0,1321.0,530.0,GD,600.0,Queenston,500.0,,,,,09/02/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011205570000,"(42.90276, -76.65177)",1987-11-22,2014-09-08,9787.0,9787,26.813698630136987
21759,31009629250000,9,62925,0,0,Coleman Dev. 21,Pennzoil Products Co.,29,OD,OWP,PA,12/20/1994,,,,,04/12/1961,12/20/1994,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.57644999999998,42.06882,-78.57644999999998,42.06882,629.0,629.0,0.0,629.0,,NL,0.0,,0.0,,,,,01/19/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629250000,"(42.06882, -78.57645)",1961-04-12,1994-12-20,12305.0,12305,33.71232876712329
21792,31009629750000,9,62975,0,0,Coast Farm 22,Pennzoil Products Co.,29,OD,OWP,PA,10/31/1947,,,,,07/26/1896,10/31/1947,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.407117,42.030761,-78.407117,42.030761,1894.0,1894.0,0.0,1894.0,,OD,0.0,Bradford,0.0,,,,,01/30/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629750000,"(42.030761, -78.407117)",1896-07-26,1947-10-31,18723.0,18723,51.295890410958904
21805,31009650940000,9,65094,0,0,Nichols Run Go-14,BDH Oil Inc.,1668,OD,OWP,PA,02/06/1986,,,,,06/09/1963,05/03/2013,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56444999999998,42.019,-78.56444999999998,42.019,1602.0,1602.0,0.0,1602.0,,NL,0.0,,0.0,,,,,05/14/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650940000,"(42.019, -78.56445)",1963-06-09,2013-05-03,18226.0,18226,49.93424657534246
21852,31009650640000,9,65064,0,0,Nichols Run Fo-4,BDH Oil Inc.,1668,OD,OWP,PA,08/21/2010,,,,,06/02/1961,08/21/2010,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.55581999999998,42.01431,-78.55581999999998,42.01431,1619.0,1619.0,0.0,1619.0,,NL,0.0,,0.0,,,,,11/14/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650640000,"(42.01431, -78.55582)",1961-06-02,2010-08-21,17977.0,17977,49.25205479452055
21855,31011206380000,11,20638,0,0,Patterson W W 1063-1,Cayuga County Industrial Development Agency CCIDA,2673,GD,GWP,PA,10/18/2012,06/27/1988,07/15/1988,12/09/1988,12/12/1988,12/20/1988,10/18/2012,,Pre-1989 Well (N/A),Aurelius,Auburn,D,West Auburn,Queenston,False,Vertical,Cayuga,7.0,,2150.0,-76.61564,42.92188,-76.61564,42.92188,2064.0,2064.0,0.0,2064.0,638.0,NL,725.0,Queenston,625.0,,,,,12/24/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011206380000,"(42.92188, -76.61564)",1988-12-20,2012-10-18,8703.0,8703,23.843835616438355
21858,31009255250000,9,25525,0,0,Emerling 1,Somerset Production Company LLC,2527,GW,GWP,PA,05/15/2010,06/04/2008,07/03/2008,08/07/2008,08/22/2008,09/08/2008,08/21/2012,08/07/2010,Released,Yorkshire,West Valley,B,New Field Wildcat,Theresa,False,Directional,Cattaraugus,9.0,,6431.0,-78.557039,42.494783,-78.55767199999998,42.493925,6431.0,6452.0,5356.0,1096.0,1586.0,GW,2760.0,Theresa,2660.0,Conforms to statewide spacing under Title 5,323.56,No integration order required,,09/12/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009255250000,"(42.494783, -78.557039)",2008-09-08,2012-08-21,1443.0,1443,3.9534246575342467
21867,31009685330000,9,68533,0,0,Johnston Za-11,Pennzoil Products Co.,29,OD,OWP,PA,07/28/1993,,,08/21/1940,,09/08/1940,07/28/1993,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.55766,42.00127,-78.55766,42.00127,1471.0,1471.0,0.0,1471.0,,NL,0.0,,0.0,,,,,09/16/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009685330000,"(42.00127, -78.55766)",1940-09-08,1993-07-28,19316.0,19316,52.92054794520548
21879,31011116560000,11,11656,0,0,Potter 723-1,Chesapeake Appalachia L.L.C.,2302,GD,GWP,PA,02/01/2012,09/29/1975,09/14/1984,12/03/1984,12/16/1984,12/31/1984,02/01/2012,07/24/1990,Released,Sennett,Auburn,C,Auburn,Queenston,False,Vertical,Cayuga,7.0,,1700.0,-76.51737,42.98499,-76.51737,42.98499,2002.0,2002.0,0.0,2002.0,737.0,NL,0.0,Queenston,0.0,,,,,08/17/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011116560000,"(42.98499, -76.51737)",1984-12-31,2012-02-01,9893.0,9893,27.104109589041094
21883,31009646390000,9,64639,0,0,O'Meara Dev.25,Pennzoil Products Co.,29,OD,OWP,PA,07/02/1986,,,01/05/1966,01/06/1966,01/18/1966,07/02/1986,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.56738,42.05741,-78.56738,42.05741,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,04/02/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009646390000,"(42.05741, -78.56738)",1966-01-18,1986-07-02,7470.0,7470,20.465753424657535
21896,31009629700000,9,62970,0,0,Coast Farm 17,Pennzoil Products Co.,29,OD,OWP,PA,10/31/1947,,,,,08/24/1898,10/31/1947,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.401598,42.030761,-78.401598,42.030761,1647.0,1647.0,0.0,1647.0,,OD,0.0,Bradford,0.0,,,,,01/30/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009629700000,"(42.030761, -78.401598)",1898-08-24,1947-10-31,17964.0,17964,49.21643835616438
21903,31009280290000,9,28029,0,0,Nichols Run SBNR43,Snyder Brothers Inc.,2244,OD,OWP,PA,04/28/2021,07/17/2012,07/24/2012,09/27/2012,10/03/2012,11/19/2012,04/28/2021,03/27/2013,Released,Allegany,Knapp Creek,H,Bradford,"Chipmunk, Bradford 1st,2nd,3rd",True,Vertical,Cattaraugus,9.0,,2020.0,-78.56189399999998,42.015286,-78.56189399999998,42.015286,2040.0,2040.0,0.0,2040.0,2290.0,OD,1050.0,Bradford Third,950.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,04/29/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009280290000,"(42.015286, -78.561894)",2012-11-19,2021-04-28,3082.0,3082,8.443835616438356
21925,31011175100000,11,17510,0,0,Keysor K 1,Urban Snow Gas Co. Inc.,812,DH,DP,PA,04/09/1988,03/01/1984,03/22/1984,05/21/1984,06/16/1984,06/16/1984,04/09/1988,12/05/1989,Released,Cato,Cato,H,Blue Tail Rooster,Trenton,False,Vertical,Cayuga,7.0,,3900.0,-76.55184,43.13841,-76.55184,43.13841,3649.0,3649.0,0.0,3649.0,410.0,NL,1100.0,,1000.0,,,,,08/18/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011175100000,"(43.13841, -76.55184)",1984-06-16,1988-04-09,1393.0,1393,3.8164383561643835
21929,31009637380000,9,63738,0,0,Zink p19,Hydrocarbon Generation Inc.,1448,OD,OWP,PA,10/14/2001,,,,,05/09/1959,10/14/2001,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.56771,42.07464,-78.56771,42.07464,975.0,975.0,0.0,975.0,,NL,0.0,,0.0,,,,,01/24/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009637380000,"(42.07464, -78.56771)",1959-05-09,2001-10-14,15499.0,15499,42.463013698630135
21930,31009254590001,9,25459,0,1,Adams/Raber 1A,PC Exploration Inc.,2446,DW,DP,PA,03/26/2009,07/31/2008,01/21/2009,06/07/2008,06/21/2008,08/11/2008,03/26/2009,02/11/2009,Released,Napoli,Randolph,C,New Field Wildcat,,False,Vertical,Cattaraugus,9.0,,4480.0,-78.90699999999998,42.23963,-78.90699999999998,42.23963,4485.0,4485.0,0.0,4485.0,1782.0,GW,0.0,Medina,0.0,Conforms to statewide spacing under Title 5,40.0,No integration order required,,10/23/2009 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009254590001,"(42.23963, -78.907)",2008-08-11,2009-03-26,227.0,227,0.6219178082191781
